0,1,2
gemyndig,adj, mindful
gemyndleas,adj, senseless
gemyntan,v, to determine
gemyþe,n, mouth [of a river]
gemædan,v, to madden
gemæne,adj, common
gemænscipe,n, community
gemære,n, border
gemætan,vt, to dream
gemæte,adj, meet
geneat,n, a companion
genefa,n, nephew
genemnan,v, to give somebody or something a name
genemnendlic,adj, nameable
gener,n, a refuge
generian,v, to save
generstede,n, a place of refuge
genesan,v, to preserve
geniedan,v, to force
genift,n, a daughter of a cousin
geniht,n, sufficiency
genihtful,adj, plentiful
genihtsum,adj, abundant
genihtsumian,v, to overflow in or with
genihtsumnes,n, abundance as a condition or an amount
genihtsumung,n, abundance
geniman,v, to grasp
genip,n, mist
genog,adj, enough
genugan,v, to be sufficient
genyttian,v, to make use of
geoc,n, yoke
geofon,n, ocean
geofonyþ,n, a sea-wave
geogolere,n, juggler
geoguþ,n, youth (quality or state of being young)
geol,n, Yuletide
geola,n, the Yule period of time
geolo,adj, yellow
geoloca,n, yolk
geolu,adj, yellow
geoluread,adj," the color orange (literally ""yellow-red"")"
geolwian,v, to become yellow
geomor,adj, sad
geomrian,v, to complain
geon,adj, yon
geondblawan,v, to breathe upon
geondbrædan,vt, to overspread
geonddrencan,vt, to saturate (with liquor) (+ of)
geondfaran,vt, to go through
geondfeolan,vt, to fill throughout
geondferan,v, to travel through
geondflowan,v, to flow through
geondgangan,v, to go through or about
geondgeotan,vt, to cover by pouring
geondhierdan,vt, to harden or temper thoroughly
geondhweorfan,vt, to turn or pass through
geondlacan,v, to move through or over
geondleccan,vt, to water
geondleohtend,n, light giver
geondlihtan,vt, to enlighten
geondmengan,v, to mingle throughout
geondrecan,vt, to smoke thoroughly
geondsawan,vt, to sow
geondsceawian,vt, to look through
geondscinan,vt, to shine upon
geondscriþan,vt, to go through or about
geondsecan,vt, to search thoroughly
geondsendan,vt, to overspread
geondseon,vt, to see beyond or through
geondsmeagan,vt, to search through
geondsprengan,vt, to sprinkle over
geondspringan,v, to become diffuse
geondspætan,vt, to spit
geondstredan,v, to scatter about
geondstyrian,v, to move or stir violently
geondswogan,v, to rush through or over (a surface)
geondwadan,vi, to wade thoroughly or persistently through (+ þurh) something
geondwlitan,vt, to look or see through
geondyrnan,vt, to run over or through something
geondþencan,v, to think over
geong,adj, young
geonga,n, boy
geongling,n, a youth
georn,adj, eager
georran,v, to chatter
geotan,v, to pour
geposu,n, a head cold
ger,n, year
gerad,n, council
gerar,n, roar
gerec,n, rule
gereccan,v, to show
gerecednes,n, narrative
gerecenian,v, to explain
gerefa,n, a reeve or official with local jurisdiction under the king
gerene,n, an ornament
geriht,adj, right
gerihtan,v, to correct
gerihte,n, right
gerim,n, number
geriman,v, to number
gerimboc,n, book of numerals
gerinnan,v, to blend
gerisene,n, what is fitting
gerum,n, room
geryne,n, mystery
geræd,n, council
gerædan,v, to advise
geræde,adj, ready
gesacan,v, to strive against
gesamnian,v, to collect
gesamnung,n, a meeting
gesawan,v, to sow
gesaweled,adj, provided with soul
gescad,n, separation
gescead,n, reason (a reason or the faculty of reason)
gesceadan,v, to distinguish
gesceadwis,adj, logical
gesceaft,n, creation
gesceap,n, creation
gesceapennes,n, creation
gesceaphwil,n, the fated moment
gesceawian,v, to exhibit
gesceon,v, to occur
gescieppan,v, to create
gescierpt,adj, acute
gescufan,v, to expel
gescæphwil,n, fated time
gescæphwile,n, plural of ġescæphwīl
gesealdnis,n, a giving
gesecan,vt, to seek (after)
gesegen,n, conversation
gesehtlian,v, to reconcile
gesellan,v, to give
gesendan,v, to send
geseon,v, to see
geset,n, a sitting
gesetnes,n, constitution
gesettan,v, to confirm
gesewenlic,adj, visible
geseþan,v, to declare true
geseþend,n, somebody who affirms or asserts
geseþnes,n, an attestation
geseþung,n, an assertion
gesieltan,v, to salt
gesihþ,n, sight
gesincan,v, to sink
gesittan,v, to take a seat
gesiþ,n, companion
gesiþas,n, plural of ġesīþ
gesiþscipe,n, society
geslean,v, to strike (with something)
gesliefed,adj, sleeved
gesmeag,n, intrigue
gesmeagan,v, to search
gesnot,n, nasal mucus
gesoþian,v, to prove the truth of
gespannan,v, to span
gespedan,v, to have success
gespedsumian,v, to succeed
gespelia,n, vicar
gespowan,v, to succeed
gesprecan,v, to speak (with)
gespræc,n, a conversation
gespyrian,v, to track
gestandan,v, to remain
gestaþolian,v, to fix
gestaþoliend,n, a founder
gestaþolung,n, firmness
gestigan,v, to climb
gestillan,v, to rest
gestincan,v, to smell (sense with the nose)
gestreon,n, treasure
gestrienendlic,adj, begetting
gesund,adj, healthy
gesundfull,adj, sound
gesundrian,v, to sunder
geswencan,v, to cause distress
geswencednes,n, sorrow
gesweor,n, male cousin
gesweostor,n, sisters [used as a plural of sweostor]
geswerian,v, to swear an oath
geswican,v, to stop
geswigra,n, male cousin
geswin,n, melody
geswinc,n, the produce of labour
geswincan,v, to labour
geswincdæg,n, day of labour
geswiþan,v, to make strong
geswutelian,v, to reveal
gesyd,n, a place in which to wallow
gesælan,v, to happen
getacnian,v, to signify
getacniendlic,adj, indicative
getacnung,n, mark
getalian,v, to tell
geteld,n, tent
getellan,v, to tell
geteon,v, to draw
getot,n, parade
getregian,v, to abhor
getreowe,adj, true
getwinn,n, a twin
getwisa,n, twin
getwæfan,v, to separate
getæl,n, number
getæsu,n, commodity
geunderþeodan,v, to subject
geunnan,v, to allow
geunsoþian,v, to disprove
gewadan,vi, to proceed fully into or throughout
gewanian,v, to diminish
gewealc,n, rolling
gewealcan,v, to go
geweald,n, might
geweaxan,v, to grow
gewegan,v, to bear
gewemman,v, to disfigure
gewemmednes,n, defilement
gewemmend,n, a fornicator
gewemming,n, corruption
gewendan,v, to change
geweorc,n, work (something done or made)
geweorpan,v, to throw and so to reach (+ preposition on
geweorþan,v, to turn out
gewiht,n, weight
gewind,n, that which has a curved
gewindan,v, to twist
gewinn,n, strife
gewinnan,v, to conquer
gewintred,adj, full-grown
gewiss,adj, sure (+ genitive of something)
gewitan,v, to look to (as to an intended direction of departure)
gewitt,n, wits
gewlencan,v, to make proud
gewrecan,v, to avenge
gewrit,n, writing
gewritan,v, to write
gewritere,n, a writer or composer
gewritræden,n, written agreement
gewuldorbeagian,v, to crown
gewuldorfullian,v, to glorify
gewuldrian,v, to glorify
gewundian,v, to wound
gewunelic,adj, normal
gewunian,v, to stand by (someone)
gewyrcan,v, to do
gewyrtbox,n, a smelling-box
gewyrtian,v, to season with herbs
gewyscan,v, to wish
gewyscednes,n, adoption
gewyscendlic,adj, desirable
gewyscing,n, adoption
gewæde,n, covering
gewæpnian,v, to arm
gewæpnod,adj, armed
gewær,adj, aware (+genitive of something)
geæhtle,n, respect
geþanc,n, the mind
geþeaht,n, counsel
geþencan,v, to remember
geþeode,n, language
geþeon,v, to flourish
geþeot,n, a howl (as of a wolf)
geþicfieldan,v, to make dense
geþicgan,v, to receive
geþiedan,v, to join
geþing,n, agreement
geþingan,v, to determine
geþinge,n, meeting
geþingian,v, to make terms with
geþingþu,n, honor
geþoftræden,n, companionship
geþoftscipe,n, companionship
geþogen,adj, grown up
geþoht,n, thought
geþolian,v, to be subjected
geþrang,n, a throng
geþringan,v, to press
geþryccan,v, to compress
geþuxian,v, to grow dark
geþweran,vt, to churn
geþyld,n, patience
geþyldig,adj, patient
giccan,v, to itch
gicce,n, itch
gicel,n, icicle
giedd,n, story
gieddian,v, to sing
giedding,n, a song
giefan,v, to give
giefu,n, gift
gieldan,v, to pay
giellan,v, to yell
gielp,n, boast
gielpan,v, to boast
gielpe,v, first-person singular present 
gielpword,n, boastful word
gieman,v, to care for
gieme,n, care
giemeleas,adj, careless
giemeleasian,v, to neglect
giemeleasnes,n, carelessness
giemeleast,n, carelessness
giemend,n, a governor
gierd,n, rod
gierwan,v, to prepare
giest,n, stranger
giestern,n, guest-place
giestliþe,adj, hospitable
giestrandæg,n, yesterday
giestranniht,n, last night
giestranæfen,n, yesterday evening
gietan,v, to get
gifeþe,n, fate
gifol,adj, liberal
gifre,adj, covetous
gifstol,n, throne
gift,n, payment for a wife
gifu,n, gift
gild,n, payment of money
gimm,n, gem
gimmas,n, plural of ġimm
gimstan,n, a jewel
gimwyrhta,n, a jeweler
gingest,adj, superlative of ġeong
gingifer,n, ginger
gingra,adj, comparative of ġeong
ginian,v, to yawn
gisl,n, a hostage
gitsian,v, to covet
giwian,v, to ask
gleaw,adj, wise
gleawlic,adj, wise
gleawnes,n, prudence
gleawscipe,n, sagacity
gled,n, burning or live coal
gleng,n, ornament
glengan,v, to adorn with material ornaments
gleo,n, joy
gleobeam,n, harp
gleomann,n, a minstrel
glida,n, kite (bird)
glidan,v, to glide
glisnian,v, to glisten
glitnian,vi, to shine light
glof,n, a glove
glom,n, gloom
glowan,v, to glow
glæd,adj, glad
glæde,adj, weak nominative feminine and no singular 
glædman,adj, gracious
glædmann,n, a happy person
glæm,n, gleam
glær,n, amber
glæs,n, glass
glæsen,adj, made of glass
gnagan,v, to gnaw
gnidan,v, to rub
gnornian,v, to feel grief
gnætt,n, a small flying insect or midge
god,n, a god
godas,n, plural of god
godcund,adj, God
godhad,n, divine nature
godleas,adj, without good
godlic,adj, goodly
godnes,n, the quality or condition of being good
godscyldig,adj, impious
godsibb,n, one who has become spiritually related to another (a baptized child or its parents) by acting as sponsor at baptism
godspel,n, gospel
godspellboc,n, a copy of the gospels
godspellbodung,n, gospel preaching
godspellere,n, evangelist
godspellian,v, to evangelize
godspellic,adj, gospel
godspellisc,adj, evangelical
godspelltraht,n, an exposition of part of the gospels
godwebb,n, a divine weave
godwebben,adj, purple
godwrecnes,n, wickedness
godþrym,n, godly majesty
gold,n, gold
goldfah,adj, ornamented or adorned with gold
goldmæstling,n, orichalcum
goldsmiþ,n, goldsmith
goldwrecan,v, to inlay with gold
goma,n, palate
gombe,n, tribute
gor,n, dirt
gorettan,vi, to let one's eyes wander.
gorian,v, to gaze
gos,n, goose
goshafoc,n, goshawk
grad,n, grade
graf,n, grove
grafan,v, to dig
gram,adj, angry
grama,n, anger
grambære,adj, angry
grammatic,adj, grammatical
grammaticere,n, grammarian
granu,n, moustache
grap,n, grip
grapian,v, to grope
grasian,v, to graze
great,adj, great
greatnes,n, greatness
gremman,v, to cause to be angry
grene,adj, green
grenian,v, to become green
grennes,n, greenness
greosan,v, to frighten
greot,n, earth
greotan,v, to weep
gretan,v, to greet
griellan,v, to annoy
grietu,n, greatness
grighund,n, greyhound
grim,adj, fierce
grima,n, mask
grimhelm,n, a visored helmet
grimm,adj, fierce
grimman,v, to rage
grindan,v, to destroy by crushing
grindel,n, bar
grindere,n, one who or that which grinds
gripan,v, to gripe
gripe,n, grip
gripend,n, one who seizes
gripennis,n, captivity
grippan,v, to seize
gripul,adj, able to grasp much
grisan,v, (intransitive) to shudder
gristel,n, cartilage
griþ,n, truce
grot,n, particle
growan,v, to grow
grund,n, ground
grundleas,adj, groundless
grundstan,n, groundstone
grundweall,n, foundation
grunnettan,v, to grunt
grunnian,v, to grunt
grut,n, malt mash
gryre,n, terror
grytt,n, bran
grædig,adj, (very) hungry
græf,n, grave
græg,adj, grey
græs,n, grass
grætan,v, to weep
guma,n, man
gumcynn,n, mankind
guþ,n, battle
guþbeorn,n, warrior
guþbord,n, a shield
guþbyrne,n, corselet
guþcræft,n, warfare
guþfremmend,n, war-maker
guþfruma,n, a warlike chief
guþfugel,n, a bird of war
guþgewæde,n, battle-dress
guþmod,adj, having a heart for battle
guþrof,adj, battle-famous
guþsele,n, war-hall
gyden,n, goddess
gydig,adj, possessed by an evil spirit
gylden,adj, golden
gylt,n, guilt
gyltend,n, one who is guilty of a debt or offense
gyltig,adj, guilty
gyrdan,v, to gird
gyrdel,n, belt
gystian,v, to be a guest or lodged in another's house
gæd,n, union
gælan,vt, to hinder
gælsa,n, luxury
gærshoppa,n, grasshopper
gærstapa,n, grasshopper
gærsumas,n, treasure
gæsne,adj, barren
gæstan,v, to frighten
gæsthus,n, a guesthouse
gæten,adj, goat
habban,v, to have
habbaþ,v, plural present indicative 
haca,n, a hook
had,n, person
hadian,v, to ordain
hafela,n, head
hafoc,n, hawk
haga,n, an enclosure
hagosteald,n, unmarried man belonging to a royal court
hal,adj, sound
halbære,adj, wholesome
halga,n, saint
halgian,v, to make holy
halig,adj, holy
haligdom,n, holiness
haligern,n, holy place
haligmonaþ,n, September
halignes,n, holiness
halpenige,n, halfpenny
halwende,adj, healing
ham,n, home
hamcyme,n, a homecoming
hamelian,v, to mutilate
hamettan,v, to provide a home (for/to)
hamfæreld,n, home journey
hamleas,adj, homeless
hamm,n, ham
hamor,n, hammer
hamsteall,n, homestead
hana,n, male chicken: rooster
hancred,n, the period of the early morning when roosters begin to crow
hand,n, hand
handboc,n, handbook
handbred,n, palm (of the hand)
handcosp,n, handcuff
handgeweorc,n, handiwork
handgewrit,n, something written by hand
handlian,v, to handle (touch or feel with the hands)
handscyldig,adj, liable to lose a hand
handseax,n, a short sword
handtam,adj, tame enough to be handled
handweorc,n, handiwork
handworht,adj, handmade
hangian,vi, to hang
har,adj, grey-haired
hara,n, rabbit
has,adj, hoarse
hasu,adj, dusky
haswig,adj, grey
hat,adj, hot
hatan,v, to order
hatheort,adj, furious
hatheortnes,n, wrath
hathiertan,v, to make angry
hatian,v, to hate
hattefagol,n, a hedgehog
hawian,v, to view
heafod,n, head
heafodclaþ,n, headcloth
heafodleas,adj, headless
heafodlic,adj, chief
heafodling,n, an equal
heafodmæg,n, close relative
heafodpanne,n, skull
heafodstol,n, capital
heafodwind,n, a wind from one of the four chief points of the compass
heafodwund,n, headwound
heafodædre,n, cephalic vein
heah,adj, high
heahengel,n, an archangel
heahflod,n, high tide
heahfore,n, heifer
heahfæder,n, a patriarch
heahgast,n, the Holy Ghost
heahheall,n, palace
heahlareow,n, headteacher
heahstede,n, high (or important) place
heahweg,n, main road
heahþrym,n, exalted glory
heala,n, rupture
healdan,v, to keep watch over (cattle etc.)
healf,n, side
healfbrocen,adj, half-broken
healfcwic,adj, halfdead
healfdead,adj, halfdead
healfscyldig,adj, half guilty
healftrendel,n, hemisphere
healfweg,n, half-way
healh,n, corner
heall,n, a hall
healm,n, the stalk of a plant or grass
heals,n, neck
healsbeag,n, necklace
healsfang,n, a fine prescribed in substitution for capital and other punishments
healsgebedda,n, bedfellow
healt,adj, lame
hean,adj, low
heap,n, group
heard,adj, hard
heardheort,adj, hardhearted
heardian,v, to be or become hard
hearding,n, brave man
heardung,n, synonym of āheardung
hearg,n, a pile of stones
hearm,n, harm
hearma,n, ermine
hearmascinnen,adj, ermine
hearmcweþan,v, to revile
hearpe,n, harp
hearpere,n, harper
hearra,n, lord
heawan,v, to strike
heaþolac,n," ""warplay"""
heaþorinc,n, warrior
heaþowæd,n, war-dress
hebban,v, to lift
hecg,n, fence
hedan,vi, to pay attention
heddern,n, storehouse
heden,n, hood
hefig,adj, heavy
hefignes,n, heaviness
hefon,n, heaven
hege,n, fence
hela,n, heel (of the foot)
helan,v, to hide
hell,n, hell
hellegeat,n, gate of hell
hellewite,n, the torments of hell
hellrun,n, a sorceress
hellruna,n, one skilled in the mysteries of hell
helm,n, helmet
helma,n, helm (of boat)
help,n, help
helpan,v, to help (+dative or genitive)
helrynegu,n, sorceress
hemeþe,n, shirt
henep,n, hemp
hengen,n, that on which one is hung or hanged (e.g. gibbet
hengest,n, horse
henn,n, hen
hentan,v, to pursue
heof,n, grief
heofan,v, to lament
heofon,n, the sky
heofonduguþ,n, heavenly host
heofonisc,adj, heavenly
heofonlic,adj, heavenly
heofonrice,n, kingdom of heaven
heofonwuldor,n, the glory of heaven
heolca,n, hoarfrost
heord,n, a herd
heore,adj, pleasant
heorot,n, deer
heorra,n, hinge
heorte,n, heart (muscle)
heortece,n, heartache
heortgryre,n, mortal terror
heortleas,adj, without courage or spirit
heoru,n, sword
heorþ,n, hearth
heorþgeneat,n, retainer (member of retinue)
here,n, an army (especially of the enemy)
herebeacen,n, war-signal
herebeorg,n, shelter
herebeorgian,v, to shelter
herefong,n, osprey
heregeatwa,n, war-gear
heregrima,n, battle-mask
heretoga,n, duke
hereweg,n, highway
hergian,v, to pillage
herian,v, to praise
hersum,adj, obedient
hete,n, hatred
heteniþ,n, deep enmity
heteniþas,n, plural of hetenīþ
heterof,adj, full of hate
hettan,v, to pursue as an enemy
hetting,n, persecution
hicel,n, woodpecker
hieg,n, hay
hielfan,v, to halve
hienþu,n, humiliation
hieran,v, to hear
hierdan,vt, to make hard
hierde,n, herdsman
hierstan,v, to roast
hiertan,v, to hearten
hig,n, hay
higian,v, to strive
hild,n, battle
hildebord,n, war-shield
hildedeor,adj, brave in battle
hilderæs,n, charge
hildewæpen,n, battle-weapon
hincian,v, to limp
hind,n, hind
hindrian,v, to hinder
hired,n, family
hiw,n, colour
hiwcund,adj, domestic
hiwen,n, household
hiwfæst,adj, beautiful
hiwian,v, to pretend
hiwisc,n, household
hiwræden,n, family
hladan,vt, to load
hlaf,n, bread
hlaford,n, lord
hlaforddom,n, jurisdiction
hlafordleas,adj, lordless
hlafordlic,adj, lordly
hlafæta,n, One who eats bread
hlagol,adj, prone to laughter
hland,n, urine
hleahtor,n, laughter
hleapan,v, to run
hleapere,n, dancer
hleapestre,n, female dancer
hlenca,n, a coat of mail
hleo,n, shelter
hleor,n, cheek
hleorberg,n, cheek-guard (on a helmet)
hleoþor,n, hearing
hleoþorcyme,n, an arrival that is heralded by voices and music
hleoþrere,n, a rhetorician
hleoþrian,v, to make a sound
hleoþrung,n, sound
hlid,n, cover
hliehhan,v, to laugh (+ genitive of thing laughed at)
hliep,n, leap
hlifian,v, to tower
hlinc,n, hill
hlinian,v, to lean
hlisa,n, fame
hlisful,adj, famous
hliþ,n, slope
hlose,n, a pigsty
hlosnian,v, to listen
hlot,n, portion
hlowan,v, to moo
hlud,adj, loud
hlutor,adj, clear
hlutorness,n, clearness
hluttrian,v, to become clear
hlyd,n, sound
hlydan,v, to sound
hlynsian,v, to resound
hlysnan,v, to listen
hlyst,n, listening
hlystan,v, to listen
hlæder,n, ladder
hlæfdige,n, a lady
hlæne,adj, lean
hlænsian,vt, to make lean [thin
hlæst,n, load
hlæw,n, mountain
hnah,adj, humble
hneaw,adj, stingy
hnecca,n, back of the neck
hnesce,adj, soft
hnigan,v, to bow
hnigian,v, to bend down
hnitan,v, to clash
hnitu,n, nit
hnocc,n, penis
hnoll,n, top of the head
hnossian,v, to strike or beat
hnot,adj, bald
hnutu,n, nut
hnægan,v, to neigh
hnægung,n, neighing
hnæpp,n, cup
hobanca,n, a couch
hoc,n, marshmallow (plant)
hof,n, court
hofor,n, hump
hoga,n, deliberate thought
hogg,n, hog
hogode,v, third-person and first-person preterite singular 
hol,n, a hole
hold,n, dead body
holdræden,n, faithfulness
holdscipe,n, loyalty
holen,n, holly
holian,v, to hollow something out
holm,n, ocean
holt,n, wood
hon,v, to hang
hopa,n, hope
hopian,v, to hope
hoppestre,n, a female dancer
hoppian,v, to hop
horcwene,n, adulteress
hord,n, a hoard
hordern,n, storehouse
hore,n, whore
horh,n, phlegm
horig,adj, foul
horn,n, horn
hornblawere,n, hornblower
hornbære,adj, equipped or fitted with horns
hornreced,n, gabled hall
hors,n, horse
horsc,adj, quick
horscamb,n, horse-comb
horsern,n, stable
horshwæl,n, a walrus
horsminte,n, wild mint
horu,n, dirt
hos,n, escort
hosan,n, pants
hose,n, pant leg
hosp,n, reproach
hoþ,v, 123 plural present indicative 
hrafyl,n, slaughter
hragra,n, heron
hramma,n, cramp
hramsa,n, onion
hran,n, whale
hranrad,n, ocean
hreac,n, stack
hream,n, scream
hreaw,adj, raw
hreaþemus,n, a bat (flying mammal)
hreddan,v, to save
hremig,adj, loud with emotion (joy or grief)
hreod,n, a reed
hreodan,v, to adorn
hreosan,v, to fall
hreow,n, regret
hreowan,v, to regret
hreowcearig,adj, troubled
hreowlic,adj, grievous
hreppan,vt, to touch
hrepung,n, touch
hreran,v, to move
hreþ,n, glory
hreþer,n, chest
hreþig,adj, triumphant
hreþmonaþ,n, March
hrieman,v, to yell
hrif,n, body
hrim,n, frost
hrimig,adj, rimy
hrinan,v, to touch
hring,n, ring
hringan,v, to surround
hringedstefna,n, curve-prowed ship
hringfinger,n, ring finger
hris,n, twig
hrissan,vt, to shake
hriþ,n, snowstorm
hriþer,n, cattle
hriþerhyrde,n, herdsman
hroc,n, rook (bird)
hrof,n, roof
hronfisc,n, whale
hrop,n, clamour
hropan,v, to shout
hror,adj, nimble
hrost,n, roost
hrung,n, a rung
hrurol,adj, deciduous
hruse,n, the surface of the earth
hrycg,n, back
hrycgban,n, backbone
hryre,n, a fall or descent
hryscan,v, to make a noise
hræd,adj, quick
hræfn,n, raven
hrægl,n, garment
hræn,n, wave
hræw,n, corpse
hulc,n, light ship
hund,n, dog
hunden,adj, dog
hundfeald,adj, hundredfold
hundlic,adj, doglike
hungor,n, hunger
hunig,n, honey
hunigbære,adj, honied
hunigcamb,n, honeycomb
hunigsmæc,n, the taste or flavour of honey
hunta,n, hunter
huntian,v, to hunt
huntoþ,n, hunting
hus,n, a house
husbonda,n, master of the house
husbryce,n, burglary
husbryne,n, housefire
husc,n, insult
husl,n, the Eucharist
husræden,n, family
huþ,n, plunder
hwamm,n, angle
hwamstan,n, cornerstone
hwealf,n, vault
hwearfian,v, to turn on something (such as fate or a hinge)
hwelca,n, an inflamed swelling
hwelcnes,n, quality
hwelian,v, to blister
hwelp,n, puppy
hwelpian,v, (of some animals) to give birth
hweol,n, wheel
hweorfan,v, to turn
hwerhwette,n, cucumber
hwetstan,n, sharpening stone
hwettan,v, to sharpen
hwicce,n, chest
hwierfan,v, to turn
hwil,n, while
hwile,n, plural of hwīl
hwilwende,adj, temporary
hwinan,v, to make a whistling or whizzing sound
hwisprian,v, to whisper
hwistlere,n, piper
hwistlian,v, to whistle
hwit,adj, white
hwitel,n, blanket
hwitian,v, to whiten
hwitnes,n, whiteness
hwopan,v, to threaten
hwosan,v, to cough
hwosta,n, cough
hwyrft,n, revolution
hwæg,n, whey
hwæl,n, a whale
hwælhunta,n, whaler
hwælhuntoþ,n, whaling
hwælweg,n, the ocean
hwæs,adj, sharp
hwæte,n, wheat
hycgan,v, to think
hyd,n, skin
hydan,vt, to hide or conceal
hyf,n, beehive
hyge,n, thought
hygerof,adj, strong-minded
hygeþrym,n, strength of heart or mind
hyht,n, hope
hyldo,n, favour
hyldræden,n, fidelity
hyldu,n, kindness
hyll,n, hill
hyllan,v, to cover
hyngran,v, to be hungry (+genitive for something) (often impersonal
hype,n, hip
hyr,n, hire
hyrdel,n, a frame made of intertwined twigs or bars
hyreborg,n, interest
hyrling,n, hireling
hyrmann,n, one who works for hire
hyrne,n, horn
hyrst,n, hurst
hyrstan,v, to decorate
hyscan,vt, to mock
hyse,n, a warrior
hyþ,n, a harbour or landing-place
hyþe,n, plural of hȳþ
hæbbe,v, first-person singular present indicative 
hæc,n, a hatch (door)
hæcce,n, crosier
hæf,n, yeast
hæfde,v, third-person and first-person preterite singular 
hæfen,n, (sheltered) inlet
hæfer,n, he-goat
hæferblæte,n, a snipe
hæfern,n, crab
hæft,n, a handle
hæftan,v, to seize
hæftling,n, captive
hæftnung,n, fastening
hægl,n, hail
hægtesse,n, witch
hæl,n, omen
hælan,v, to heal
hæle,n, hero
hælend,n, healer
hælendlic,adj, healthy
hælettung,n, greeting
hæleþ,n, man
hælig,adj, inconsistent
hæling,n, healing
hælsung,n, divination
hælu,n, sound physical or spiritual health
hælþ,n, health
hæman,v, to have sex with
hæmed,n, cohabitation
hæmedceorl,n, a married man
hæmedlac,n, sexual intercourse
hæmedscipe,n, marriage
hæmedwif,n, a married woman
hænan,v, to stone
hær,n, hair
hæren,adj, made of hair
hærfest,n, harvest
hærfestlic,adj, autumnal
hærfestmonaþ,n, September
hæring,n, herring
hærn,n, brain
hærnflota,n, boat
hæs,n, command
hæsl,n, hazel
hæst,n, violence
hætan,v, to heat
hæte,n, heat
hætt,n, hat
hæþ,n, wasteland
hæþen,adj, pagan
hæþendom,n, heathendom
idel,adj, empty
ides,n, virgin
iecan,v, to increase
iecend,n, a promoter
ieg,n, island
iegland,n, island
iegstream,n, current
ieldan,v, to put off
ielde,n, men
ielden,n, a delay
ieldra,adj, older
ieldu,n, age
ielfete,n, swan
ielfetu,n, swan
ierfa,n, heir
ierfe,n, heritage
ierfenuma,n, one who receives an inheritance
iergþu,n, cowardice
iermþ,n, poverty
ierre,n, anger
iersian,v, to rage
iewan,v, to show
ieþan,v, to destroy
ifig,n, ivy
ifiht,adj, covered with ivy
igeoþ,n, a small island
igil,n, hedgehog
ile,n, the sole of the foot
ilfetu,n, swan
imbe,n, swarm of bees
impian,v, to graft
inblawan,v, to inspire
inbrecan,v, to break into
inbringan,v, to bring in
inburh,n, a hall
inca,n, doubt
inciegan,v, to call upon
inciegung,n, a calling
incniht,n, a servant in the home
incuman,v, to come in
incund,adj, internal
ineardian,v, to dwell (+ preposition in or on
ineardiend,n, an inhabitant
infaran,v, to go in
infaru,n, an invasion
inferan,v, to enter
infiht,n, an attack made upon a person by one inhabiting the same dwelling
infæreld,n, entrance
ing,n, meadow
ingan,v, to go in
ingang,n, entrance (place of entry or act of entering)
ingangan,v, to go in
ingefeallan,v, to indicate
ingefeoht,n, civil war
ingehygd,n, consciousness
ingeþanc,n, thought
inhold,adj, utterly loyal
inlenda,n, an inhabitant
inlendisc,adj, native
inlic,adj, inner
inlihtan,v, to illuminate
inlædan,v, to lead in
inn,n, inn
innancund,adj, inward
innanweard,adj, inward
innecund,adj, inward
innefare,n, intestine
innera,adj, inner
inneweard,adj, inward
innian,v, to get inside
innoþ,n, the inner part of the body that holds the intestines and bowels
innung,n, a putting or getting in
insendan,v, to send in
insiht,n, narrative
intinga,n, matter
inweard,adj, internal
inylfe,n, gut
is,n, ice
isceald,adj, ice-cold
isearn,n, kingfisher
isenordal,n, ordeal by iron
isern,n, the metal iron
isernsmiþ,n, blacksmith
isig,adj, icy
isiht,adj, icy
iw,n, yew (tree)
lac,n, play
lacan,v, to move about or up and down
lacu,n, pool
lad,n, way
ladian,v, to exculpate oneself
ladmann,n, a leader
ladteow,n, leader
ladung,n, exculpation
laf,n, leavings
lafe,n, plural of lāf
lafian,v, to sprinkle water
lafor,n, leopard
lage,n, dative and accusative singular 
lagu,n, sea
lagucræftig,adj, skilled at seamanship
lagustræt,n, ocean
lam,n, clay
lama,adj, lame
lamb,n, lamb
land,n, land (dry portion of the Earth's surface)
landbuend,n, inhabitant
landfeoh,n, land-tax
landfolc,n, people of a country
landfruma,n, ruler of the land
landhlaford,n, landlord
landleas,adj, landless
landleod,n, inhabitant or native of a country
landmearc,n, boundary marker to denote the extent of one's land
landrest,n, a land-couch
landriht,n, the law of the land
lang,adj, long
langian,v, to long
langoþ,n, longing
langsum,adj, long
langsumnes,n, length
langtwidig,adj, lasting
lanu,n, lane
lar,n, teaching
larboc,n, a book for instruction or for learning
larbysen,n, example
larcræft,n, knowledge acquired by study
lareow,n, teacher
lareowdom,n, the office of a teacher
lareowlic,adj, after the manner of a teacher or master
larleast,n, lack of learning or instruction
larlic,adj, under instruction
larsmiþ,n, a wise man
larspell,n, discourse
larsum,adj, ready to learn
larwita,n, a learned man
last,n, footstep
latost,adj, latest
laur,n, laurel
laurbeam,n, bay tree
laurberige,n, laurel berry
laurtreow,n, bay tree
lawerce,n, lark
laþ,adj, loathsome
laþgeteona,n, hated assailant
laþian,v, to loathe
laþlic,adj, hateful
laþu,n, invitation
leac,n, leek
lead,n, lead
leaf,n, permission
leafa,n, belief
leafnes,n, permission
leafnesword,n, password
leah,n, woodland
lean,n, reward
leas,adj, false
leasere,n, a false person
leaslic,adj, false
leassagol,adj, lying
leassceawere,n, spy
leax,n, a salmon
lec,n, look
leccan,v, to water
