0,1,2
infæreld,n," entrance, entry or entryway"
ing,n," meadow, water meadow, ing"
ingan,v," to go in, enter"
ingang,n, entrance (place of entry or act of entering)
ingangan,v," to go in, enter"
ingefeallan,v," to show, declare, proclaim, reveal"
ingefeoht,n, civil war
ingehygd,n," consciousness, thought, thought, mind"
ingeþanc,n," thought, thinking, cogitation"
inhold,adj, utterly loyal; loyal from the heart
inlenda,n, an inhabitant
inlendisc,adj, native; indigenous
inlic,adj," inner, inward, internal"
inlihtan,v," to illuminate, make bright, cause to shine"
inlædan,v," to lead in, bring in"
inn,n, inn
innancund,adj," inward, internal"
innanweard,adj," inward, internal, interior"
innecund,adj," inward, internal"
innefare,n, intestine
innera,adj," inner, interior"
inneweard,adj," inward, internal, interior"
innian,v, to get inside
innoþ,n, the inner part of the body that holds the intestines and bowels
innung,n, a putting or getting in
insendan,v, to send in
insiht,n," narrative, account"
intinga,n," matter, affair, business"
inweard,adj," internal, inward, internal"
inylfe,n," gut, bowel"
is,n, ice
isceald,adj, ice-cold
isearn,n, kingfisher
isenordal,n, ordeal by iron
isern,n, the metal iron
isernsmiþ,n, blacksmith
isig,adj, icy
isiht,adj, icy
iw,n, yew (tree)
lac,n," play, sport"
lacan,v," to move about or up and down, like rolling water or flames; to soar, to wave, to sway"
lacu,n," pool, pond"
lad,n," way, course"
ladian,v," to exculpate oneself; excuse, clear of guilt, release"
ladmann,n, a leader; guide
ladteow,n," leader, general"
ladung,n," exculpation, defense, excuse; apology"
laf,n," leavings, remains"
lafe,n, plural of lāf
lafian,v," to sprinkle water, pour out"
lafor,n, leopard
lagu,n," sea, water, lake"
lagucræftig,adj," skilled at seamanship, nautical"
lagustræt,n, ocean
lam,n," clay, loam"
lama,adj, lame
lamb,n, lamb
land,n, land (dry portion of the Earth's surface)
landbuend,n," inhabitant, native"
landfeoh,n," land-tax, tax on land"
landfolc,n, people of a country
landfruma,n," ruler of the land, king"
landhlaford,n," landlord, lord of a manor"
landleas,adj," landless, not having land; without land"
landleod,n, inhabitant or native of a country
landmearc,n, boundary marker to denote the extent of one's land; border-marker
landrest,n, a land-couch; grave
landriht,n, the law of the land
lang,adj, long
langian,v," to long, yearn for"
langoþ,n, longing
langsum,adj," long, long-lasting"
langsumnes,n, length
langtwidig,adj, lasting
lanu,n," lane, street"
lar,n," teaching, learning, education"
larboc,n, a book for instruction or for learning
larbysen,n," example, specimen"
larcræft,n, knowledge acquired by study; erudition
lareow,n, teacher
lareowdom,n, the office of a teacher; mastership
lareowlic,adj, after the manner of a teacher or master
larleast,n, lack of learning or instruction
larlic,adj," under instruction, in training"
larsmiþ,n, a wise man
larspell,n," discourse, sermon, homily, treatise"
larsum,adj," ready to learn, docile"
larwita,n, a learned man
last,n," footstep, track"
latost,adj, latest
laur,n, laurel
laurbeam,n," bay tree, laurel, Laurus nobilis"
laurberige,n, laurel berry
laurtreow,n," bay tree, laurel, Laurus nobilis"
lawerce,n, lark
laþ,adj," loathsome, hateful, unpleasant, evil"
laþgeteona,n," hated assailant, hostile attacker, enemy"
laþian,v, to loathe
laþlic,adj," hateful, loathsome, disgusting, horrible, detestable, abominable "
laþu,n, invitation
leac,n, leek
lead,n, lead
leaf,n, permission
leafa,n, belief
leafnes,n, permission
leafnesword,n, password
leah,n, woodland
lean,n, reward
leas,adj," false, untrue"
leasere,n, a false person; hypocrite
leaslic,adj," false, vain"
leassagol,adj," lying, false, mendacious"
leassceawere,n, spy
leax,n, a salmon
lec,n," look, regard"
leccan,v," to water, irrigate; wet, moisten"
lecgan,v, to put or place
leger,n," the state or action of lying, lying down, or lying ill"
legerstow,n," cemetery, graveyard"
legerteam,n, sexual intercourse
leht,adj, light
lemian,v, to lame
lencten,n, spring [season]
lenctenadl,n, typhus
lenctenlic,adj," vernal, springlike"
lenden,n, loin
lengest,adj, superlative of lang: longest
lengra,adj, comparative of lang
lengþu,n, length
leo,n, lion
leod,n," man, chief, leader"
leoda,n," a man, person, individual of a nation or country"
leodan,v, to grow
leodcyning,n," king, ruler"
leode,n," men, people, people of a country"
leoden,n," a language, especially a national or popular language"
leodgebyrga,n, the protector of the people
leodgeþincþu,n, rank among a people
leodhryre,n, the fall of a people
leodmearc,n, the territory of a people
leodmægen,n," the might of a people, that is a people's fighting men"
leodriht,n," public law, common law, law of the land"
leodræden,n, a population or people
leodscipe,n, a people
leodstefn,n, a race
leodweard,n, the guard or government of a people or country
leodwerod,n," a host of a people, such as a people's army"
leodwita,n, a wise man in a people
leodwynn,n, joy from being among one's own people
leof,adj," dear, beloved"
leoflic,adj," lovely, beautiful, pleasant, lovable, dear"
leofwende,adj," amiable, gracious, kind, loving"
leogan,v, to lie (tell an untruth)
leogere,n, a liar
leoht,adj," light (of little weight), not heavy"
leohtberend,n, Lucifer
leohtbrædnes,n, illumination
leohtbære,adj," luminous; bright, light-bearing"
leohtfæt,n," lamp, lantern"
leohtlic,adj, light (of little weight)
leohtsawend,n, a sower of light; one who casts light
leoma,n," radiance, light, ray of light"
leon,v," to lend, loan"
leoran,v," to pass away, to depart"
leornian,v, to learn
leorningcild,n," student, disciple"
leornungcniht,n, a youth engaged in study; scholar; apprentice; disciple
leow,n, leg (shank or thigh)
leoþ,n, poem
leoþcræft,n, the art of poetry
leoþcræftig,adj, skilled in poetry
leoþere,n, poet
leoþgiddung,n, poem
leoþian,v, to sing or sound
leoþlic,adj, poetic
leoþorun,n, advice sent through poetry
leoþwise,n, a poetical manner
leoþwyrhta,n, a poet
lesan,v," to gather, collect"
lettan,v," to hinder, obstruct"
leþer,n, leather
libban,v, to live
lic,n," dead body, corpse"
liccian,v, to lick
licettan,v," to pretend, fake"
licettere,n," hypocrite, pretender"
licettung,n," hypocrisy, feigning, pretence"
licgan,v," to lie, to rest on the ground, to be situated"
lichama,n," the body (generally of a living person), the corporeal (versus the spiritual) part of man"
lichamlic,adj, physical
lician,v," (impersonal, with dative subject) to like"
licnes,n," likeness, similarity"
lictun,n, an enclosure in which to bury people; graveyard; cemetery
licþeote,n, pore
liefan,vt, to give leave; grant; allow; consent
lieg,n, flame
liegberende,adj," flame-bearing, fiery"
liegbryne,n, burning of fire or flame
liegbære,adj," flame-bearing, flaming, fiery"
liegcwalu,n, torment
liegdraca,n," firedrake, fire-spewing dragon"
liegegesa,n," fear of fire, pyrophobia"
liegfyr,n, flaming fire
lieglocc,adj, having flaming locks
liegloccod,adj, having flaming locks
liegnan,v, to deny
liegræsc,n," lightning, a flash of lightning"
liegræscettung,n, lightning
liegspiwol,adj, flame-spewing
liegþracu,n, violent thrust of flame
liehtan,v, to light; to illuminate
liesan,v," to set free, redeem, release"
lif,n, life
lifer,n, liver [interior organ]
liffrea,n," lord of life, God"
liffrean,n, plural of līffrēa
lifgedal,n, separation from life; death
lifleas,adj," lifeless, without life, that which no longer lives"
liflic,adj," life; living, causing life, vital"
lig,n, fire; flame
ligen,adj," flaming, fiery"
liget,n," lightning, a flash of lightning"
ligetu,n," lightning, a flash of lightning"
ligyþ,n, a wave of flame
liht,adj, light
lim,n," limb, bodily member; branch (of tree etc)"
limpan,v," to happen, occur"
lind,n," lime, linden"
linden,adj, made of lime-wood
lindhæbbend,n," shield-bearer, warrior"
line,n," line, rope, cable"
linen,adj," made of flax, linen"
linnan,v," to stop, cease from, desist, quit, forlet"
lippa,n, lip
lira,n, fleshy part of the body without fat or bone; brawn; muscle
lireht,adj, brawny; fleshy; muscley
list,n," art; cunning, guile, craft"
lixan,v," to shine, flash, glitter, gleam"
liþ,n," limb, member"
liþa,n, designating the months of June and July
liþan,v, to go; pass; travel (especially by water)
liþe,adj," gentle, mild; pleasant"
loc,n, lock
loca,n, locked enclosure
locc,n, lock (of hair)
loccian,v, to allure or entice; to win over by gentle means
locian,v, to look
loddere,n," poor person, pauper; beggar"
lodrung,n, nonsense
lof,n," praise, glory"
lofdæd,n, praiseworthy deed
lofian,v, to praise; exalt
log,n," a place, stead"
loga,n, liar
logian,v, to lodge; place; put in order; arrange; frame
loppe,n, spider (perhaps also flea)
loppestre,n, lobster
los,n, loss
losian,vi, to be lost; stray
lox,n, lynx
loþa,n, an upper garment; mantle; cloak
lucan,v, to lock
lufestice,n, lovage
lufestre,n, [female] lover
lufian,v, to love
lufiend,n, lover
luflic,adj, worthy of love; lovable
lufsum,adj," loving, amiable, pleasant, lovable"
luftacen,n, token of love
lufu,n, love
lungen,n, lung
lungor,adj," quick to act, prompt"
lus,n, louse
lust,n," desire, pleasure, appetite, lust"
lustbære,adj," desirous, desirable, pleasant, agreeable"
lutan,v," to lout, bow, bend forward, stoop"
lybb,n," drug, medicine"
lybesn,n," charm, amulet"
lyft,n," air, atmosphere; the sky"
lyften,adj, air; aerial
lyge,n, lie
lygen,n," lie, falsehood"
lysu,n, an evil deed
lyswen,adj, full of pus; attery; purulent
lyt,n," little, few, a few [substantive use of the adverb]"
lytel,adj," small, little"
læcan,v," to move quickly, spring, leap"
læccan,v, to seize
læce,n," doctor, physician"
læceboc,n, book on medicine or of recipes
læcedom,n," medicine, a remedy, cure"
læcehus,n, hospital
lædan,v, to lead
læden,n, the Latin language
lædere,n, one who leads; a leader; guide
læfan,v, to leave
læfel,n," cup, vessel, bowl"
læn,n, loan; grant; gift
lænan,v, to lend; grant; lease
læppa,n, skirt of a garment
læran,v, to teach
læs,n," pasture, meadow, leasow"
læssa,adj," comparative of lȳtel: smaller, less"
læst,adj," superlative of lȳtel: smallest, least"
læstan,v," to follow, pursue (a leader, course of action etc.)"
læste,n, last (a shoemaker's tool)
læt,adj, slow
lætan,v," to let, allow"
lætsum,adj, slow; late
læwa,n," traitor, betrayer"
læwed,n, layman
ma,adj, more [often + genitive]
macian,v, to make
maga,adj, capable
magan,v," can, to be able"
magian,v, to prevail
magu,n," son, boy"
maguþegn,n," servant, retainer"
mal,n, mole (spot on the skin)
malscrung,n, bewitching
mamera,n," lethargy, deep or heavy sleep"
mamor,n," lethargy, heavy or deep sleep"
mamorian,v," to deliberate, think through; design, plan out"
mamrian,v," to think out, design"
man,n," crime, sin, wickedness"
manaþ,n, false oath; perjury
mancynn,n," humanity, mankind"
mand,n, basket
mandæde,adj, doing-evil; wicked; reprehensible
manfordædla,n, wicked destroyer
manian,v," to bring to mind what should be done or what should not be forgotten; to urge, to admonish"
manig,adj, many
manigfeald,adj," manifold, of many parts or kinds, complex, various, numerous"
manigfealdian,v," to multiply, increase, make manifold"
manigfealdlic,adj," manifold, having many parts, of many kinds, various"
manigfealdnes,n," complexity, multiplicity; manifoldness, manyness , abundance, great number"
mann,n," person, human"
mannbære,adj, productive of men
mannleas,adj," without men, uninhabited, deserted"
manscipe,n," humanity, courtesy, kindness, chivalry"
manscyldig,adj, guilty of a crime
manslaga,n, murderer
manswerian,v, to swear falsely; commit perjury; forswear
manu,n, mane
mapulder,n, maple
mara,adj, more
marc,n, mark (as currency etc.)
mare,n, mare (evil spirit thought to torment people in their sleep)
marmstan,n, marble
masc,n, net
mase,n, titmouse
mawan,v, to mow
maþa,n, worm; maggot
maþelian,v," to speak, declare, speak out, declaim"
maþum,n," precious or valuable thing, treasure, object of value, jewel, ornament, gift"
mealm,n," sand, chalk"
mealmiht,adj," sandy, chalky"
mealt,n, malt
mealwe,n, mallow
mearc,n," mark, sign, character"
mearcian,v, to mark
mearcung,n, a marking
mearg,n, marrow
mearh,n," horse, steed"
mearþ,n, marten
meatte,n, mat
mece,n, a kind of sword
mecefisc,n, mullet
mecgan,v," to mix, stir; mingle"
med,n, reward
medeme,adj," average, moderate, middling, mean, median; medium"
medemian,v," to mete out, measure"
medren,adj, maternal; on the mother's side
medu,n, mead
medusetl,n," mead-seat, mead-bench"
medwis,adj," not wise, foolish, stupid"
meldian,v, to declare; announce
meltan,v," to consume by fire, melt, burn up; dissolve, digest"
melu,n, flour
mene,n," necklace, collar"
mengan,v," to mix, to mingle or blend"
menigu,n, crowd
menn,n, plural of mann
mennisc,adj, human
mennisclic,adj, humane
mennisclicnes,n," humanity (humaneness, opposite of inhumanity)"
menniscnes,n," humanity (meaning ""the state of being human"", not ""mankind""; the word for ""mankind"" was mancynn)"
menniscu,n, humanity
meolc,n, milk
meolcan,v, to milk
meos,n, moss
meowle,n, a maid; damsel; virgin; woman
mere,n," sea, ocean"
merece,n," march, smallage"
meredeaþ,n," death at sea, death by drowning"
meredeor,n, sea beast; aquatic animal
merefisc,n, sea-fish
meregrot,n, a pearl
mereliþend,n, sailor
mereswin,n, a dolphin or porpoise
merian,vt, to purify; refine
mersc,n," a marsh, bog, or swamp"
merscig,adj, marshy
merscmealwe,n, marshmallow
mesan,v, to eat
met,n, synonym of ġemet
metan,v, measure
mete,n, food
meteleas,adj," without food, lacking food; foodless"
metere,n, painter
metesacca,n, a kind of measure
meteseax,n," knife, especially one used to cut food"
metesocn,n, craving or desire for food; appetite
meteswamm,n, an edible mushroom
metetid,n, mealtime
meteþearfende,adj, wanting or needing food
meteþegn,n, a food-officer; one whose duty is to look after food; sewer
metgian,v," to moderate, control, govern"
meting,n," painting, picture"
metod,n," maker, creator; God"
meþe,adj, tired
micel,adj," big, large; great"
micelian,v, to become great
micellic,adj," great, grand, magnificent, splendid, illustrious"
micelnes,n, size
micelu,n, size
midd,adj," mid, middle"
middangeard,n," the Earth, the world, [especially, pagan] Midgard, Middle Earth, the Earth in traditional Germanic cosmology, conceived as a central realm between [Christianity] heaven or [pagan] Asgard and hell or Niflheim"
midde,n," the middle (used only in the phrase ""on middan"")"
middelfinger,n, middle finger
middæg,n," midday, noon"
midniht,n, midnight
midwist,n, presence
midþolian,v," to sympathize, sympathize with"
miere,n," mare, female horse"
migan,v," to urinate, piss, pee"
migoþa,n, urine
miht,n," power, ability"
mihtig,adj," powerful, mighty"
mihtleas,adj," mightless, weak, powerless, impotent; without might or power"
mihtlic,adj, possible
mil,n, mile
milde,adj," mild, gentle, kind, merciful, generous; meek"
mildheortlic,adj," compassionate, merciful"
mildheortnes,n," mercy, compassion, clemency, pity, mildness of heart"
milte,n, spleen
milts,n," mercy, grace, kindness, favour, mildness"
miltsian,v," to have mercy on, take pity on; show compassion or grace"
mimor,adj, mindful
mimorian,v," to remember, keep in the mind or memory"
min,adj, small
mindom,n, smallness; abjectness
minlic,adj, petty
minsian,v," to diminish, lessen, make smaller or less important"
mioluc,n, milk
mircels,n," token, sign"
misbeodan,v," to do wrong to; to bid amiss, abuse, ill-use, offend"
misbyrd,n, abortion
miscennung,n," a wrong declaration, a mistake or variation in pleading before a court, or a fine exacted for this mistake"
miscian,v, to mix
miscweþan,v, to speak amiss or wrongly; to misspeak
miscyrran,v, to pervert
misdon,v," to offend, transgress, do wrongly; misdo"
misdæd,n," a misdeed, transgression, offence"
misfon,v, to fail to take
mishieran,v," to disobey, hear amiss, give no attention (to someone speaking)"
mishweorfan,v, to pervert
mislar,n, bad teaching or doctrine
mislibban,v, to lead a bad life
mislician,v, to displease
mislædan,v," to mislead, lead astray; deceive; bewile"
misrædan,v," to counsel amiss, give bad advice; rede"
miss,n, loss; absence
missan,v, to miss (+ genitive)
missere,n, half-year
misspowan,v, to succeed badly
missprecan,v," to murmur, grumble"
mistel,n, mistletoe
mistæcan,v, to teach wrongly; teach amiss; misteach
miswritan,v," to write incorrectly, make a mistake in writing; miswrite"
miþan,v," to hide, conceal, dissemble"
mod,n, mind
modcræft,n, mental power; skill; intelligence; shrewdness; cleverness
modcræftig,adj, possessing mental power; intelligent; skilled; judicious; having good judgement; skillful
modgehygd,n," thought, intention"
modig,adj," brave, courageous"
modiglic,adj, brave-looking
modor,n, mother
modorleas,adj, motherless
modorlic,adj," motherly, maternal"
modrige,n," mother's sister, maternal aunt"
modsefa,n," heart, mind, character"
modstaþol,n, the mind's foundation
modstaþolnes,n, firm-mindedness; established character or principles
modþracu,n," courage, bravery"
molde,n," earth, soil"
mona,n, moon
monandæg,n, Monday
monanniht,n, Sunday night
monaþ,n, month
monaþblod,n," menstruum, menses"
monaþlic,adj, monthly
monelic,adj," lunar, of the moon"
mor,n, moor
moras,n, plural of mōr
moraþ,n, a sweet boiled wine spiced with herbs
morbeam,n," mulberry tree, blackberry bush"
morberige,n, mulberry
more,n, carrot
morgen,n, morning
morgengiefu,n, morning gift
moru,n, carrot
morþ,n," death, crime"
morþbealo,n," murder, violence"
morþor,n, murder
morþorscyldig,adj, guilty of murder
mos,n, moss
mot,n," meeting, assembly"
motan,v," can, may (to be allowed)"
motern,n, courthouse
motian,v," to address one's self, speak (to a person), converse, address an assembly"
motung,n, conversation
moþþe,n, moth
muga,n," stack (of hay, grain etc.)"
mul,n, mule
mund,n, hand
mundbyrd,n," protection, patronage, aid"
mundgripe,n," grasp, hand-grip"
mundian,v," to protect, shelter, guard"
munt,n," a hill, mound"
munuc,n, monk
murnan,v," to care for, worry about"
mus,n, mouse
muscelle,n, mussel
musfealle,n, mousetrap
mushafoc,n, mouse hawk
muþ,n, mouth
muþa,n, the mouth of a river
muþleas,adj, without a mouth; lacking a mouth; mouthless
mycg,n, a small fly; gnat; mosquito; midge
mycgnett,n, mosquito net
mylen,n," mill [building, or machinery]"
mylenhweol,n, millwheel
myltestre,n," a whore, prostitute"
myndgian,v," to bear in mind, recollect"
myndleas,adj," senseless, foolish"
myne,n," memory, remembrance"
mynecenu,n, a female monk; a nun
mynegian,v, to remind [+gen of thing]
mynelic,adj," desirable, pleasing"
mynet,n, coin
mynetere,n, minter
mynetian,v, to mint
mynetsmiþþe,n, mint (place where money is produced)
myntan,v," to mean, intend"
myrge,adj," pleasant, attractive, enjoyable"
myrgþ,n, mirth
myrþra,n," homicide, murder"
mæcg,n, a man
mæd,n, meadow
mæg,n, a kinsman or male relative
mægden,n, girl
mægdencild,n," a girl, a female child"
mægdenhad,n," maidenhood, virginity"
mægdenlic,adj," girlish, girly"
mægen,n," strength, power, might"
mægencræft,n," strength, power"
mægenwudu,n, mighty spear
mæger,adj, meager; lean
mægester,n, master
mæghæmed,n, incest
mægþ,n," girl; virgin, maiden, woman, wife"
mægþblæd,n, the vulva
mægþe,n, mayweed
mægþhad,n," virginity, chastity"
mæl,n, a measure
mælan,v, to speak
mænan,v," to mean, to intend to indicate or signify (something or someone)"
mæne,adj, common
mære,n," boundary, border"
mærstan,n," merestone, boundary marker, landmark"
mærþu,n," glory, fame, honor"
mæscre,n, mesh
mæseren,adj," maple, maplewood"
mæsling,n, a kind of brass
mæsse,n, mass (mostly in Roman Catholic churches)
mæssedæg,n, a festival
mæst,n, mast (of ship)
mæstan,v, to fatten (animals etc.)
mætan,v, to dream (impersonal) (+dative or accusative of person)
mæw,n," gull, seagull"
mæþel,n," assembly, deliberative or judicial meeting"
mæþelern,n, house of meeting or consultation
mæþlan,v, to speak
nabban,v," to not have, be without"
naca,n," boat, ship"
nacian,v," to strip, strip the clothes off or from; undress"
nacod,adj, naked
nacodnes,n, nakedness
nafogar,n, auger
nafola,n, navel
nafu,n," nave (of wheel), hub"
nagan,v, to not possess
nama,n, name
namboc,n, book in which names are written; register
nasturcium,n," various plants with a spicy flavor in the family Brassicaceae, especially the genus Nasturtium, watercress"
nasu,n, nose
neah,adj," near, nigh, near-by, neighboring; adjacent"
neahbuend,n, a neighbour
neahgebur,n, neighbour
neahstow,n," neighborhood, vicinity"
nealæcan,v," to approach, draw near to"
nearo,adj," narrow, confined"
nearu,adj, narrow
nearunes,n," a strait, a narrow space, a place of small extent"
neat,n," cow, ox; animal"
nebb,n," neb, nib"
nefa,n, a nephew
nefene,n, niece
neh,adj, near
nehst,adj, superlative of nēh: next
nemnan,v," to name, call"
nemniendlic,adj," naming, calling, addressing"
nemning,n," name, appellation"
neo,n, a corpse
neod,n," desire, longing; zeal, eagerness, diligence, earnestness, earnest endeavor"
neodful,adj," earnest, zealous"
neodian,v, to be necessary
neodlaþu,n," an urgent summons; an earnest, hospitable invitation; a wish"
neohwæl,n, narwhal
neorxnawang,n," Paradise, Heaven"
neosian,v," to seek, go to"
neotan,v," to use, make use of, utilise"
neowellic,adj, profound
neowol,adj, prone (lying face down)
neowolnes,n, abyss
neoþeweard,adj, the bottom (of something)
nepflod,n, a very low tide; a neaptide
nerian,v, to save; rescue; preserve
nesan,v, to not be
nest,n, nest
net,n, net
neþan,v," to dare, risk, venture"
nicor,n," water demon, water monster"
nied,n," constraint, violence, compulsion"
niedhæs,n, command through compulsion
niedwracu,n," great suffering, deep distress"
niehst,adj," superlative of nēah: nearest, next"
niehsta,n, next of kin
nieten,n, animal
nift,n, niece
nigonfeald,adj, ninefold
nihstig,adj," not partaking, abstaining, fasting"
niht,n, night
nihtbealo,n, nocturnal evil
nihtegale,n, nightingale
nihtgenga,n," an evil being active at night; goblin, nightmare"
nihtgenge,n, hyena
nihthræfn,n, nightbird
nihtlic,adj," nightly, of the night, nocturnal"
nihtscada,n, nightshade (plant belonging to the genus Solanum)
nihtsum,adj, abundant
nihtsumian,v, to be enough or sufficient
nihtsumnes,n, abundance
nillan,v," to not want, to not wish"
niman,v," to take, seize"
nipan,v," to grow dark, darken"
nis,v, contraction of ne is
niwe,adj, new
niwnes,n," newness, novelty"
niþ,n," envy, jealousy"
niþera,adj," lower, lowest, under"
niþerlic,adj, low
niþernes,n," lowness, a low place, the bottom"
niþfull,adj, full of jealousy or envy; jealous
niþgeteon,n," an attack, malice with intent to wound or kill"
niþgrimm,adj," hostile, battle-fierce"
non,n," Nones, the ninth hour after sunrise"
norþ,adj, north
norþerne,adj, northern
nostle,n," a narrow band or ribbon worn around the head, usually as an ornament; headband"
nosu,n, nose
nosþyrel,n, a nostril
not,n, a sign; mark; a mark made on an object
notian,v," to make use of, employ, use"
notu,n, use
nowend,n, shipmaster; sailor; skipper; mariner
noþ,n," daring, presumption"
nunne,n, nun; vestal
nyllan,v," negation of willan: to not want, not intend, etc"
nytan,v, to not know
nyten,adj, ignorant
nytennes,n, ignorance (+genitive of something)
nytlic,adj, useful
nytlicnes,n," usefulness, utility"
nytnes,n, use
nytt,n," use, utility, advantage; duty, office, employment"
nyttian,v," to make use of, enjoy"
nyttol,adj, useful
nyttung,n, profit
nytwierþe,adj, useful; advantageous; profitable
nytwierþnes,n," usefulness, utility"
nædl,n, needle
nædre,n," snake, serpent"
næft,n," poverty, indigence"
nægl,n, the nail of a finger or toe
næglan,v, to nail
nænig,adj," not any, none, no"
næster,n, a lipped vessel
ofer,n," border, edge; specifically, shore, riverbank"
oferbidan,v," to outlive, outlast, survive; overlive"
oferbrecan,v," to infringe, violate (an agreement)"
oferbru,n, eyebrow
oferbugan,v," to avoid, shun"
ofercierran,v, to pass from one place to another; to transfer
oferclimban,v," to climb over, ascend, climb upon"
ofercuman,v, to overcome or overtake
ofercyrr,n, a passing over
oferdon,v," to overdo; do too much, do in excess"
oferdrifan,v," to overcome, defeat, repel, refute"
oferfaran,v," to go off, pass or cross something, go or pass through, penetrate, traverse"
oferfeallan,v," to fall upon, attack; beset; onfall"
oferflitan,v," to overcome, get the better of"
oferflowan,vit, to overflow; cover with water
oferfylgan,v," to pursue, persecute, attack"
oferfyllan,v," to fill to overflowing, cram, feed in excess; feed too much"
oferfæreld,n," passage, transit"
ofergan,v," to overspread, overrun, conquer, be over anything, come upon, attack; onfall"
ofergang,n, a going across
ofergangan,v," to go over, cross, pass"
ofergesawan,v, to sow seed over other sown seed
oferhabban,v," to command, govern"
oferhealdan,v," to hold over, delay, neglect"
oferhebban,v," to pass by, neglect, omit"
oferhieran,v," to not listen to, disregard, disobey"
oferhleapan,v, to jump over (+accusative)
oferhleoþor,adj, unhearing
oferhleoþrian,v," to outsound, exceed soundwise"
oferhycgan,v," to despise, scorn, be contemptuous of"
oferlecgan,v," to lay over, above, or upon something else, cover the surface of"
oferlibban,v," to outlive, survive"
oferlædan,v, to oppress
oferlæfan,v, to leave over; not consume
ofermod,n," overconfidence, pride, arrogance, exuberance, daring, pernicious pride, hubris"
oferridan,v, to ride across (on horseback)
oferrædan,v," to read over, read through"
ofersawan,v, to sow seed over other sown seed; to oversow
ofersceadan,v, to sprinkle over with something
ofersceadwian,v, to overshadow
ofersendan,v, to transmit; send something over
oferseon,v," to observe, survey, see; oversee"
ofersettan,v," to set over, put in a position of authority"
ofersittan,v," to sit upon, occupy; sit over, take possession of"
ofersprecan,v," to say too much, use too many words"
ofersprædan,v," to overspread, cover, bethatch"
oferstandan,v," to stand or be above, stand over"
ofersteppan,v," to overstep, cross; step over, exceed"
oferstigendlic,adj, superlative
oferswiþan,v," to overpower, overcome"
oferswiþness,n, oppression
oferteon,v, to draw one thing over another
ofertogennes,n, the condition of being covered; obstruction; obfuscation
oferwadan,vt, to cross over (something) by wading
oferweorpan,v," to turn over, overturn"
oferwinnan,v," to overcome, conquer, vanquish, subdue"
oferwintran,v," to winter, pass the winter"
oferwrecan,v, to overwhelm
oferwyrcan,v," to cover by working, overlay, work a covering over something"
oferyþ,n, an excessive wave such as from a stormy sea
ofett,n, fruit
offestre,n, foster mother
offrian,v, to offer
ofgan,v," to require, demand, seek satisfaction for, exact with violence, extort; wrest"
ofgangende,adj, derivative
ofgangendlic,adj, synonym of ofgangende
ofgiefan,v," to give up, abandon, leave"
ofhabban,vt," to keep from, hold back"
ofhealdan,v," to withhold, keep back, retain"
oflecgan,v, to lay down
ofn,n," oven, stove"
ofost,n," speed, haste"
ofsacan,v, to deny a charge
ofsceadan,v," to divide off, separate"
ofslean,v, to kill
ofstandan,v," to stop in place, remain, persist, continue; keep on"
ofteon,v," to take away, withdraw"
ofweorpan,v, to knock down and kill with a projectile
ofþefian,v, to be exceedingly heated
oht,n," hostile pursuit, persecution; enmity"
olfend,n, camel
onbidan,v," to wait, to await"
onbindan,v," to unbind, set free, untie, free from a bond"
onbugan,v, to bend
oncierran,v, to turn; to change position or direction
oncnyssan,v," to strike down, cast down"
oncweþan,v," to respond, to answer"
ondon,v, to undo
ondrædan,v, to be scared (+accusative or genitive of something) (often with a dative reflexive pronoun)
oneardian,v," to dwell (+ preposition on, in)"
oneardiend,n, an inhabitant
onerian,v, to plough up
onettan,v, to move quickly; hurry; hasten
onfindan,v," to find out, discover"
onfon,v," to receive, accept"
onfæreld,n," entrance, ingress"
ongeancyrring,n, a return
ongeanhweorfan,v, to turn or be against
ongefeoht,n," attack, assault"
ongietan,v, to seize
onginnan,v," to begin, start"
onhatan,v, to promise
onhierdan,v," to strengthen, comfort, or encourage"
onhreran,v," to move, stir violently"
onhweorfan,vt," to change, reverse"
onhycgan,v, to consider
onirnan,v," to spring open, give way, yield"
onlec,n, onlook; regard; respect
onliesan,v, to unloose bonds
onlucan,v, to unlock
onlædan,v, to lead on or to; bring to
onmearcung,n, an inscription
onsang,n, incantation
onsendan,v," to send forth, emit, yield up"
onsittan,v," to oppress, assail"
onstellan,v," to establish, initiate, give rise to, set foot upon, install, institute, create"
onsundrian,v," to separate, take apart"
onteon,v," to withdraw, pull away, extract"
ontynan,v," to open, to loose, to free"
onwacan,v," to awake, wake up"
onwadan,vt," to wade into, penetrate"
onwegacyrrednes,n, turning away from; apostasy
onwegfæreld,n, departure
onwendan,v, to change
onweorpan,v, to throw or turn aside
onwrecan,v, to avenge
onwreon,vt," to uncover, reveal, disclose, show, expose"
onwæcnan,v, to awake
onælan,vt," to set fire to; kindle; ignite; light (a fire, lamp, etc.)"
onþracian,v," to cause fear, to cause dread"
open,adj, open
openears,n, medlar (fruit)
openian,v, to open
openlic,adj," public, open"
openung,n, manifestation
or,n," origin, beginning"
ora,n," ore, unwrought metal; brass"
orblede,adj, lacking blood; bloodless
orc,n," cup, tankard"
ord,n, point (especially of a weapon)
ordal,n, judgement
ordfruma,n, origin
ore,n," A mine, place in which ore is dug"
oretmæcg,n," hero, warrior"
orgol,n, pride
orleahter,n," a divider, separator"
orlege,n," war, strife; hostility"
orleghwil,n, a time of war
